emerge,saleintended2,ebitbeforedummy,equitybefore,manufacturing,prime1yearbeffile,lnhqtohqctcity,prepack3,diploanres,commcred24,lnassetscurrdollar,lnjudgeexp,deny,judgeexpdummy
1,0,1,.57763147,0,6.75,2.3025851,0,1,1,11.831517,1.6094379,1,0
0,0,1,.013759929,0,6.75,4.0253515,0,1,1,8.6852465,1.6094379,1,0
1,0,1,-.085724533,1,6.75,3.2958369,2,1,0,7.6948481,.69314718,0,0
1,0,0,-.32585669,0,6.75,2.1972246,0,1,1,9.2671928,.69314718,0,0
1,0,1,.13872832,0,6.75,2.8332133,0,1,1,6.1224928,2.5649493,1,1
0,1,0,.16836132,0,6.5,4.89784,0,1,1,7.0561752,0,0,0
1,0,1,.16828963,1,6.5,2.9957323,0,1,1,7.0466471,3.5263605,1,1
1,0,0,-.67506397,0,6,0,0,1,1,6.5539336,0,1,0
0,0,1,.040740579,1,6,3.8286414,0,1,1,7.635304,0,0,0
1,0,0,-.31376517,1,6,0,2,1,0,7.1693501,1.3862944,1,0
1,0,0,-.049741577,0,5.5,2.4849067,0,0,1,6.1800165,4.0253515,1,1
1,0,1,.042958654,0,5.5,0,1,1,1,7.2772479,1.6094379,0,0
1,0,1,-.122081,1,5.5,3.6109178,0,1,1,7.3336763,3.583519,1,1
0,0,0,.054445058,1,5,0,1,1,1,6.9077554,4.1108737,1,1
1,0,0,.22476265,0,5,2.1972246,1,0,1,8.3449802,1.0986123,0,0
1,0,1,.047192466,0,5,0,2,1,0,6.880384,1.0986123,0,0
0,1,0,.53028637,0,5,,0,0,1,8.4711494,.69314718,1,0
1,0,1,.40216008,0,5,0,0,1,1,8.0573778,1.7917595,0,1
1,1,0,-.014317813,1,5,0,0,1,1,6.4002576,1.7917595,1,1
0,1,0,-.034897313,0,5,2.3978953,0,0,1,8.2781744,2.7080503,1,1
1,0,0,.12731674,0,5,3.1780539,0,1,1,10.410245,1.3862944,0,0
1,0,1,.010861159,1,5,3.9889841,0,1,1,6.2971091,.69314718,1,0
0,1,0,.86975437,0,4.75,3.2580965,0,0,0,6.5930448,1.3862944,0,0
1,0,0,.23232976,0,4.75,0,1,0,1,6.8669333,0,1,0
0,0,0,.10946196,0,4.75,2.9957323,0,1,1,5.7037826,4.0604429,1,1
1,0,0,-.71935636,0,4.75,0,0,1,1,6.779922,3.6109178,1,1
1,0,1,.053582001,0,4.75,1.9459101,0,1,1,6.9726062,.69314718,0,0
1,0,0,.20668693,0,4.75,0,0,0,1,6.059123,0,0,0
1,1,0,.28781959,0,4.75,0,0,0,1,7.0379062,.69314718,0,0
1,0,1,-1.3080766,1,4.75,2.3978953,0,1,1,6.6039438,1.3862944,1,0
1,0,0,-.076748975,0,4.75,3.4339871,0,1,1,6.8501263,1.0986123,0,0
1,0,1,-.50029773,0,4.75,2.9444389,1,0,1,7.1693501,2.6390574,1,1
1,0,0,.11375661,0,4.75,3.1354942,0,1,1,7.8022094,3.4011974,1,1
0,,0,.22705314,1,4.75,1.3862944,0,0,1,6.2841344,0,0,0
1,0,0,-.070504911,0,4.75,0,0,0,1,5.9788857,0,0,0
1,0,1,.049435027,1,4.75,3.0910425,0,1,1,7.5131636,.69314718,0,0
1,0,1,.13639559,0,4.75,4.0073333,0,1,1,8.4637928,3.7376697,1,1
0,1,1,.23362446,1,4.75,2.9957323,0,1,1,6.3868794,2.0794415,1,1
0,1,0,-.86965781,0,4.75,1.9459101,0,0,1,6.5410299,.69314718,0,0
1,0,0,-.13694035,0,4.75,0,1,0,1,7.9395151,.69314718,0,0
1,0,1,-.048129655,0,4.75,3.0445225,1,1,0,6.72263,1.6094379,0,0
1,0,0,-2.0751731,1,4.75,3.4011974,1,1,1,6.2690964,3.2188759,1,1
0,0,1,.47303268,0,4.75,3.6888795,0,0,1,6.2878585,0,0,0
1,0,1,-.061225329,0,4.75,0,1,1,1,9.556551,2.7725887,1,1
0,0,0,.030668855,0,4.75,0,0,0,1,7.5347629,.69314718,1,0
0,0,0,.2844677,1,4.75,3.8918202,0,1,1,6.7080841,0,0,0
1,0,0,-.95545977,1,4.75,3.3322046,0,1,1,6.8068295,0,0,0
1,0,0,.16749379,0,4.75,0,0,1,1,6.9536843,1.0986123,0,0
1,0,1,-.62118417,1,4.75,3.6635616,0,1,1,7.4283333,2.6390574,1,1
1,1,1,-.10648918,0,4.75,0,0,1,1,6.6592941,1.0986123,0,0
0,1,0,.38443935,0,4.75,0,0,1,1,8.2862692,1.0986123,1,0
1,0,1,.086042233,0,4.75,0,0,1,1,8.5047159,1.3862944,0,0
1,0,1,.011129117,0,4.75,2.9444389,1,1,1,7.0201907,0,0,0
0,0,1,.061990213,1,4.75,0,0,1,1,6.6783423,.69314718,0,0
1,0,0,-2.8514476,0,4.75,0,1,0,1,5.7745514,3.3322046,1,1
1,0,1,-.29580659,1,4.75,0,2,1,0,5.891644,.69314718,1,0
0,0,0,-.12120831,0,4.75,2.7080503,1,0,1,9.2396078,0,0,0
1,0,0,.18568118,0,4.75,0,0,1,1,10.13313,0,0,0
1,0,0,-.079099096,1,4.75,0,0,0,1,8.1576567,1.7917595,1,1
1,0,1,.15495868,1,4.75,0,0,0,1,6.4409466,2.0794415,0,1
1,,0,.093274631,0,4.75,0,0,1,0,6.2480431,4.0943446,1,1
1,1,0,.17100371,1,4.75,3.9318256,0,1,1,5.8493247,1.7917595,0,1
1,0,1,-.021506537,1,4.75,4.6051702,2,0,0,6.6227365,3.9889841,1,1
1,0,0,-.32242596,0,4.75,3.8066626,0,0,1,6.3491392,0,0,0
1,0,0,-.74050635,1,4.75,2.1972246,1,0,0,5.655992,1.3862944,1,0
1,0,0,-.028240912,0,4.75,0,0,1,1,8.1432266,1.7917595,1,1
1,0,0,-.62910527,1,4.75,2.7725887,0,1,1,6.2225761,1.0986123,0,0
1,1,1,.29311967,1,4.75,0,0,1,1,6.0161572,3.8501475,1,1
0,1,1,.58770812,0,4.75,0,0,1,1,5.908083,2.8332133,1,1
1,0,0,.066184953,1,4.75,0,0,1,1,6.4150968,.69314718,0,0
1,1,1,.06688454,0,4.75,2.9957323,0,1,1,5.8348107,0,0,0
1,1,0,.12170451,1,4.75,1.9459101,0,1,1,6.7345915,3.9512436,1,1
1,0,0,.020800821,0,4.75,0,2,1,0,6.7499313,1.3862944,1,0
1,0,1,-.074506283,1,4.25,0,0,1,1,8.3714733,2.8903718,1,1
1,0,0,-.020193357,0,4.25,1.0986123,1,1,1,7.4972072,1.0986123,0,0
1,0,1,.0099667776,0,4.25,3.3322046,0,1,1,5.9532433,2.1972246,0,1
1,0,1,-.086134456,0,4.25,.69314718,2,1,0,6.4118185,4.0775375,1,1
1,0,1,.13518542,0,4.25,0,1,1,1,6.7214255,.69314718,1,0
1,0,0,-.17280644,1,4.25,2.4849067,1,1,1,6.1590953,0,0,0
1,0,1,.18339103,0,4.25,2.6390574,0,1,1,6.7393365,1.3862944,0,0
1,0,1,.091433324,1,4.25,0,0,1,1,5.8377304,0,0,0
1,0,1,-.14402078,1,4.25,0,1,1,0,6.1355648,3.3672957,1,1
1,0,1,-.17335948,1,4.25,4.3307333,0,1,1,6.2304816,0,0,0
1,0,1,.43870968,1,4.25,4.2341065,1,1,1,5.9763508,0,0,0
1,0,0,.18375087,1,4.25,4.2484951,0,1,1,6.3099184,1.0986123,0,0
1,0,1,-.01173709,1,4.25,0,0,1,1,6.2859979,0,0,0
1,0,0,-.23969245,0,4.25,2.4849067,1,0,1,7.5642385,1.6094379,1,0
0,0,0,.067798793,0,4.25,1.7917595,0,0,1,7.731492,0,0,0
1,0,1,.25970888,0,4.25,3.8501475,1,0,1,6.9957662,1.0986123,1,0
0,1,1,.2388664,1,4.25,3.3322046,0,1,1,5.7365723,.69314718,0,0
0,1,0,-.37565428,1,4,0,0,1,1,6.568078,.69314718,0,0
0,0,0,.020105202,0,4,2.1972246,0,1,1,9.2814512,1.0986123,0,0
1,0,1,.15635589,1,4,0,0,1,1,7.6501689,1.9459101,0,1
1,0,1,.23545621,1,4,3.1780539,0,1,1,6.7592554,0,0,0
1,0,0,-.91012824,0,4,0,2,1,0,6.1717005,1.3862944,1,0
1,0,0,.24907246,1,4,2.3978953,0,1,1,5.9026332,.69314718,0,0
1,0,1,-.081625357,0,4,0,0,1,1,6.9902563,1.0986123,0,0
1,0,1,.0026744585,0,4,4.0604429,1,1,0,7.8379488,1.6094379,0,0
1,0,1,-.18260869,1,4,0,1,1,1,5.659482,0,0,0
1,0,1,-.014213617,1,4,2.3025851,2,1,0,6.2344108,3.8286414,1,1
1,0,0,.24270876,0,4,4.0430512,2,1,0,6.5971456,1.6094379,1,0
1,0,0,-.80372435,0,4,0,2,0,0,5.6869755,4.1431346,1,1
1,1,0,.59253716,0,4,2.3978953,0,1,1,6.0402546,4.1743875,1,1
1,0,1,.62429464,0,4,0,0,1,1,6.3279366,0,0,0
1,0,1,.14606741,1,4,0,1,1,1,5.811141,1.7917595,0,1
1,0,1,-.047224835,1,4,3.3672957,0,1,1,8.0652657,2.5649493,1,1
0,1,0,-.17280644,1,4,3.0445225,0,1,1,6.1355648,1.0986123,0,0
1,0,0,.35013363,0,4,0,0,1,1,8.0879478,0,1,0
1,0,0,.14532019,1,4,0,0,0,1,6.2166061,2.1972246,1,1
1,0,1,.048505791,1,4,0,0,1,1,6.5971456,1.0986123,0,0
1,0,0,-.33010879,0,4,0,0,1,1,6.0306854,4.1896548,1,1
0,0,1,.13788781,1,4,3.1780539,0,1,1,8.2718039,1.0986123,0,0
1,0,0,-.09976247,0,4.25,1.9459101,0,1,1,6.2422233,0,0,0
1,0,1,.0063832002,1,4.25,0,0,1,1,6.6821084,1.3862944,0,0
1,0,0,-.20111096,0,4.5,2.4849067,0,1,1,9.7312155,2.3978953,1,1
1,0,0,-.25315353,0,4.5,0,0,1,1,10.171107,1.6094379,1,0
1,0,1,-.5548752,1,4.5,2.9957323,1,1,1,6.6515718,.69314718,1,0
1,0,1,.26289803,0,4.75,0,0,1,0,6.6783423,.69314718,0,0
1,0,1,-.20134997,1,4.75,3.1780539,0,1,1,9.8961611,2.0794415,1,1
1,0,0,.028075695,0,4.75,0,2,1,0,7.1123276,1.0986123,0,0
0,1,0,.24663478,0,4.75,3.3322046,0,0,1,6.7056389,3.9120231,1,1
0,0,1,-.18373479,1,5,3.9702919,0,0,1,5.6312118,.69314718,0,0
1,0,1,.18301998,0,5.25,0,0,1,1,10.40308,3.4965076,1,1
1,0,1,-.77366298,1,5.25,3.3672957,1,1,1,6.89467,3.8918202,1,1
1,0,0,.038088556,0,5.5,0,1,1,1,6.212606,1.6094379,0,0
1,0,1,.073788248,1,5.5,0,0,1,1,9.0837564,3.5263605,1,1
1,0,1,.74545455,0,5.5,1.9459101,0,1,1,6.6682281,0,0,0
1,0,0,-.11092676,1,5.5,3.1354942,1,1,1,5.8805332,2.3025851,1,1
1,0,0,-.4221102,1,6,2.5649493,1,1,1,6.2822666,3.4339871,1,1
1,0,1,-.63380283,1,6,4.1431346,0,1,1,5.811141,1.3862944,1,0
1,0,0,.11164983,0,6.5,2.5649493,0,0,0,5.6454468,.69314718,0,0
1,0,1,.44728881,1,6.75,0,0,1,1,6.0661082,.69314718,1,0
1,0,1,.28874269,0,6.75,,0,1,1,8.0805473,2.1972246,1,1
1,0,1,.16604161,1,6.75,3.2580965,0,1,1,7.8042512,1.7917595,1,1
1,0,1,-.33531421,0,7,0,1,1,0,6.1717005,2.4849067,1,1
1,0,0,.24720919,0,7.5,4.0253515,0,1,1,5.5053315,1.0986123,1,0
1,0,1,-.3473655,0,8,2.7080503,2,0,0,6.1484685,0,1,0
1,0,1,-3.5290608,0,8.25,0,2,1,0,6.1180973,3.4657359,1,1
1,0,1,-.33631226,1,8.25,3.6635616,2,1,0,6.9017372,1.6094379,1,0
1,0,1,-.2052612,0,8.25,4.6443911,1,1,1,7.1823521,1.6094379,0,0
1,1,0,.27762333,0,8.25,0,0,1,1,5.7037826,1.0986123,1,0
0,1,0,.18129236,1,8.25,0,0,0,1,6.6214056,0,1,0
1,0,1,.18196721,1,8.25,0,0,1,1,6.5352411,0,0,0
1,0,1,-.19798298,0,8.25,2.4849067,0,1,1,6.9800758,3.9318256,1,1
0,0,1,-.26986378,0,8.25,2.1972246,1,0,1,7.5953875,0,0,0
1,0,0,-.28466007,0,8.25,3.0910425,2,1,1,6.914731,0,1,0
0,0,0,.46590909,0,8.25,0,0,1,1,5.6937323,2.9444389,1,1
1,1,0,-.36923686,1,8.25,4.356709,0,1,1,6.3403592,1.7917595,1,1
1,0,0,-4,1,8.25,0,1,0,1,5.8141303,3.5553482,1,1
0,0,1,-.36285117,1,8.25,2.8903718,0,1,1,6.0473723,2.0794415,1,1
1,0,1,.16202532,0,8.25,0,0,1,1,6.0867748,2.1972246,1,1
0,0,0,.12169795,0,8.25,0,0,1,1,7.2392149,2.3025851,1,1
0,0,0,.24098717,0,8.25,3.3322046,0,1,1,6.8906093,1.6094379,0,0
0,0,0,.18523867,0,8.25,2.4849067,0,1,1,7.5574727,1.6094379,1,0
0,1,1,.61359221,1,8.25,2.4849067,0,1,1,6.3243589,1.3862944,1,0
1,0,1,-1.6563617,0,8.25,0,2,1,0,6.3491392,.69314718,1,0
1,0,0,-.26195419,1,8.25,0,0,1,1,5.9375362,1.3862944,1,0
1,0,0,.15537706,0,8.25,3.1354942,0,1,1,8.0535688,2.5649493,1,1
1,1,0,.026470589,0,8.25,2.1972246,0,1,1,5.9135032,2.3025851,1,1
1,1,0,-5.151938,0,7.75,2.3025851,0,1,1,5.9242558,4.3820267,1,1
0,0,1,.40542182,1,7.5,0,0,1,1,7.6260829,1.7917595,1,1
0,0,0,.02356584,0,7.5,3.2188759,0,0,1,5.7004437,4.3438053,1,1
0,0,0,.40122798,0,7.5,0,0,1,1,8.343792,.69314718,0,0
1,1,1,.38654834,1,7.5,2.8903718,0,1,1,5.9788857,2.8332133,1,1
1,0,0,.10662019,1,7.5,4.0073333,0,1,1,8.226841,.69314718,0,0
1,0,0,.1232141,0,7.5,0,0,0,1,7.5267177,1.6094379,1,0
1,1,1,-3.5264482,0,7.5,0,0,0,1,6.1092477,3.583519,1,1
1,0,1,-.26725143,1,7.5,0,0,1,1,9.609787,3.2580965,1,1
1,1,1,.23210016,1,7.25,0,0,1,1,7.2269359,1.9459101,0,1
1,0,1,-.15309907,1,7.25,0,1,1,1,6.2841344,4.2341065,1,1
1,0,0,.015377292,1,7.25,0,0,1,1,10.336503,2.1972246,1,1
1,0,1,-.41036716,1,7.25,0,0,1,1,6.2595816,4.2766662,1,1
1,0,0,.24898434,1,7.25,0,0,1,1,7.5730171,2.9444389,1,1
1,0,0,-.079637609,0,7.25,,1,1,0,6.5294189,.69314718,1,0
0,1,0,.33718982,0,7.25,0,0,1,1,5.9269261,3.1354942,1,1
1,1,1,.49565217,1,6.5,0,0,1,1,6.251904,1.3862944,0,0
1,0,1,-.34104428,1,6.5,0,0,1,1,8.5418854,2.1972246,1,1
1,0,1,-.45717463,1,6,0,1,1,0,7.8336,1.0986123,0,0
1,1,1,-.29552802,0,6,4.356709,0,0,1,6.0867748,2.7725887,1,1
0,0,1,-.39644971,1,6,3.3672957,1,1,1,6.6320019,3.9702919,1,1
1,0,1,.16601563,1,6,2.3978953,0,1,1,8.6571293,2.0794415,1,1
1,0,1,-1.6880976,0,6,0,0,0,1,5.9687076,2.0794415,1,1
1,0,1,.0036041341,0,6,4.0604429,0,1,0,7.7406645,1.7917595,0,1
1,0,1,-.69141531,1,6,2.6390574,0,1,1,6.182085,2.8332133,1,1
0,0,0,-.33006585,0,6,2.7080503,1,0,1,7.5277939,2.0794415,1,1
1,0,1,.097639486,1,6,3.4657359,1,0,1,6.9536843,2.6390574,1,1
1,1,0,.427935,1,6,2.4849067,0,0,1,8.3607731,2.9444389,1,1
1,1,1,.57801419,1,6,1.9459101,0,0,1,6.4488893,2.4849067,1,1
1,1,0,.2920354,0,6,,0,1,1,7.2392149,4.0604429,1,1
1,1,1,-.081260368,1,6,3.0910425,1,1,1,6.5161929,1.3862944,0,0
0,0,0,.13838714,1,6,0,0,0,1,6.5525079,0,0,0
1,0,1,-1.3967752,0,6,2.7080503,1,0,0,5.9135032,1.7917595,1,1
0,0,0,.26050422,0,5.25,2.7080503,0,1,1,5.9914646,1.7917595,1,1
1,1,1,.15502611,1,5.25,3.0910425,0,1,1,8.1411896,2.3025851,1,1
0,0,0,.018223235,1,5.25,3.4339871,0,1,1,6.1984787,4.2626801,1,1
1,0,1,-.35125038,0,5.25,0,1,0,1,6.9536843,1.6094379,0,0
1,0,1,-.7421841,0,5.25,0,1,0,1,9.6522017,1.3862944,1,0
1,1,0,-1.6086478,1,5.25,0,0,0,1,5.8493247,4.356709,1,1
1,0,1,-4.678237,1,5.25,3.0445225,1,0,1,7.6177597,1.7917595,0,1
1,1,0,-.13681521,1,5.25,2.4849067,0,0,0,6.1398845,0,1,0
1,0,0,.38583466,1,5.25,2.3978953,0,1,1,6.7957058,2.3025851,1,1
0,1,1,.32224506,1,5.25,3.1780539,0,1,1,6.8012829,.69314718,0,0
1,0,0,-.042120911,1,5.25,,0,1,1,9.1076431,3.0445225,1,1
1,0,1,-.35294095,1,5.25,0,0,1,1,5.8141303,1.6094379,1,0
0,1,0,.19730942,1,5.25,3.2958369,0,0,1,6.212606,2.0794415,0,1
1,0,1,.18062398,0,5.25,3.1354942,2,1,0,7.9094896,1.6094379,1,0
1,0,0,.12515338,0,5,0,1,0,0,6.8112445,0,0,0
1,0,1,-.20717032,1,5,3.4011974,0,1,1,7.1074257,3.9889841,1,1
0,0,1,.32011914,0,5,0,0,1,1,6.2952662,1.3862944,0,0
1,0,0,-.9295572,0,5,0,1,1,0,7.0715733,1.6094379,1,0
1,0,1,-.041520335,0,5,2.1972246,1,0,1,9.4908466,2.0794415,1,1
1,0,0,-.11871189,1,5,3.2580965,0,1,1,8.6738548,2.1972246,1,1
1,0,1,-.020898486,1,5,2.8332133,1,1,0,6.0520892,1.0986123,0,0
1,1,0,-.93731809,1,5,0,0,1,1,11.518957,2.3978953,1,1
1,1,0,-.49152541,1,5,,0,0,1,6.6618547,4.2484951,1,1
1,0,1,.090022743,0,5,0,1,0,1,8.1164169,1.9459101,1,1
1,0,0,.082849324,0,5,0,1,0,1,6.3902407,2.7080503,1,1
1,1,1,.1221604,0,5,2.3025851,0,1,1,6.49224,4.0430512,1,1
1,0,1,.028939735,1,5,2.7080503,1,1,1,8.9365616,2.7080503,1,1
1,0,0,-.019445302,1,5,3.4339871,1,1,1,5.8998976,2.0794415,1,1
1,0,1,-.11615329,0,5,0,0,1,1,8.7723007,1.7917595,0,1
1,0,1,.0084144799,1,5,3.3672957,0,1,1,7.6043963,4.2904596,1,1
0,1,0,.011678452,0,5,0,0,0,1,6.4409466,1.7917595,1,1
1,0,0,.064296521,1,5,2.0794415,1,1,1,8.384347,2.3978953,1,1
0,1,1,.09422569,1,5,3.2188759,0,1,1,6.2653012,2.3978953,1,1
0,1,0,.27292451,0,5,0,1,0,0,5.9763508,1.7917595,0,1
1,0,1,-.090841644,1,4.5,0,1,1,1,6.7923446,1.9459101,1,1
1,0,1,-.41006252,1,4.5,0,1,0,0,7.6902862,2.6390574,1,1
1,0,1,.0071351156,0,4.5,0,1,1,1,8.2095804,3.6375861,1,1
1,0,0,.1776,0,4.5,2.1972246,0,1,0,5.8435445,0,0,0
1,0,0,-.067228124,1,4,2.5649493,2,0,0,6.1202974,4.0073333,1,1
1,0,1,.2111437,0,4,2.7725887,2,1,0,5.9295893,1.9459101,1,1
1,1,0,.13489576,1,4,3.1780539,0,1,1,6.5666723,2.5649493,1,1
1,0,0,-.40660083,1,4,0,2,1,0,6.8895912,4.0253515,1,1
1,0,1,.29343072,1,4,2.9957323,1,0,0,6.3508859,4.3040652,1,1
1,0,1,-.79177713,0,4,0,0,0,1,6.0980744,2.4849067,1,1
1,0,1,-.12290741,0,3.25,0,1,0,1,7.8958082,3.6109178,1,1
1,0,0,.11470281,0,3.25,0,0,0,1,6.9612961,1.3862944,1,0
1,0,1,.035067439,1,3.25,0,2,0,0,7.9564767,2.8903718,1,1
0,0,0,-1.2911011,0,3.25,2.8903718,0,0,1,6.5916739,1.7917595,0,1
1,0,0,-.56658334,1,3.25,4.6051702,1,1,1,5.7525725,4.0775375,1,1
0,1,1,.20363636,0,3.25,2.9957323,0,1,1,5.7104268,2.3978953,1,1
1,1,0,.11452514,0,3.25,2.8903718,0,1,1,6.6644092,4.3307333,1,1
1,0,1,-.17229578,1,3.25,0,2,1,0,6.6333184,2.9957323,1,1
1,0,0,-.02528522,1,3.25,0,1,1,1,6.0520892,4.3174882,1,1
1,0,1,.12820514,0,3.25,0,1,1,1,6.8875527,0,1,0
1,0,1,.20578778,1,3.25,2.3025851,2,1,0,6.5220928,1.7917595,0,1
0,0,0,.10430485,0,3.25,3.4657359,0,1,1,7.0690236,2.3025851,1,1
1,0,1,-.20457645,0,3.25,0,1,1,1,7.4253578,3.6635616,1,1
0,0,0,.22364649,0,3.25,3.1354942,0,1,1,7.3125534,0,1,0
1,0,1,.17956966,1,3.25,2.0794415,0,1,1,6.7867169,2.7725887,1,1
1,0,1,-1.657197,0,3.25,0,2,1,0,6.3543701,2.9957323,1,1
1,0,1,-.42427307,1,3.25,3.2958369,2,0,0,6.9324479,1.0986123,1,0
1,1,0,.16702303,1,3.25,2.5649493,0,1,1,5.9661469,2.4849067,1,1
1,0,0,-.39661005,0,3.25,0,2,1,0,6.4599047,1.9459101,1,1
1,0,0,-.14034401,0,3.25,3.3322046,0,1,1,8.030735,2.4849067,0,1
1,0,1,.19211823,1,3.25,0,1,1,0,6.0844994,2.3025851,1,1
0,1,0,.72479999,0,3.25,0,0,1,1,6.5117455,1.9459101,0,1
0,0,0,-.15932415,0,3.25,3.713572,0,1,1,6.9460139,1.6094379,1,0
1,1,0,.22383721,0,3.25,3.1780539,0,1,0,7.3011479,.69314718,1,0
1,1,1,.030612245,0,3.25,2.6390574,1,1,1,6.251904,.69314718,1,0
1,0,1,-.072555535,0,3.25,2.9444389,2,0,1,5.8998976,4.0943446,1,1
1,0,1,-.5,0,3.25,0,1,1,1,5.7300997,2.7080503,1,1
1,0,1,.16602819,0,3.25,0,1,1,1,6.4769726,4.3694477,1,1
0,0,1,.62940663,1,3.25,,0,0,1,5.6524892,0,0,0
1,0,0,-.18712617,1,3.25,2.3978953,0,1,1,8.2128391,2.8903718,1,1
1,1,1,.097628325,0,3.25,2.3978953,0,1,1,5.6903596,2.3978953,1,1
1,0,1,.27424347,0,3.25,0,1,1,1,9.2637863,.69314718,0,0
1,0,0,.18635583,0,3.25,0,1,1,1,7.5374298,1.9459101,1,1
0,0,1,-.15724649,0,3.25,0,0,1,1,10.182293,1.0986123,1,0
1,0,1,-.087109081,1,3.25,0,2,1,0,7.1090622,2.8332133,1,1
1,1,0,.49954987,0,3.25,0,0,1,0,6.9865665,3.2958369,1,1
1,0,0,.039101474,0,3.25,2.3978953,2,1,0,6.5294189,2.5649493,1,1
1,0,0,-.030200642,0,3.25,0,0,1,1,6.4967752,1.0986123,0,0
1,0,1,-.5023514,1,3.25,0,0,1,1,8.5008602,3.0445225,1,1
1,0,0,.52220184,1,3.25,0,2,1,0,6.0330863,1.7917595,1,1
1,0,1,.2463944,0,3.25,2.4849067,0,1,1,6.5834093,0,0,0
1,0,0,.43255854,0,3.25,,2,1,0,6.5778613,2.5649493,0,1
0,1,0,.064479873,1,3.25,3.5263605,0,0,1,6.0088134,1.0986123,0,0
1,0,1,.079725832,0,3.25,0,0,1,1,7.3479438,2.4849067,1,1
1,0,1,-.22302204,1,3.25,0,1,1,1,6.1092477,0,0,0
1,0,0,-.34441921,1,3.25,0,1,1,1,7.9658928,2.0794415,1,1
1,0,1,.38448542,0,3.25,0,1,0,1,5.6524892,.69314718,0,0
1,0,0,.17639166,0,3.25,0,0,1,1,8.2761402,0,1,0
0,0,0,.51452363,0,3.25,0,1,0,1,6.3647509,1.0986123,0,0
0,0,1,.083277605,0,3.25,0,0,1,1,8.1622314,.69314718,0,0
1,0,1,-.39638931,0,3.25,1.7917595,2,1,0,5.655992,1.3862944,1,0
1,1,0,.47350064,1,3.25,2.4849067,0,1,1,6.4692502,3.4011974,1,1
1,0,0,.38550088,0,3.25,0,0,,1,8.3373489,4.4308167,1,1
1,1,0,-.090375409,0,3.25,0,0,1,1,6.2766433,3.1354942,1,1
0,0,1,.19992791,0,3.25,0,1,0,1,9.0641575,0,0,0
1,0,1,-.12465011,0,3.25,0,2,1,0,6.0473723,1.6094379,1,0
0,1,0,-.095516108,1,3.25,0,0,1,1,5.869297,4.1588831,1,1
1,1,1,.14658664,0,3.25,4.6634393,0,1,1,6.1737862,3.4339871,1,1
0,0,1,.70793897,0,3.25,,0,0,0,5.6903596,1.6094379,1,0
1,0,1,.091170624,1,3.25,0,1,1,1,7.3815017,2.7080503,0,1
1,0,0,.24370971,1,3.25,2.3978953,1,1,1,6.0112672,4.1431346,1,1
1,0,0,-.51065433,0,3.25,0,2,1,0,5.9964519,3.3672957,1,1
1,0,1,-.038927097,0,3.25,3.6109178,2,0,0,5.7838254,4.1271343,1,1
1,0,0,-.30915844,0,3.25,4.0604429,2,1,1,7.0698743,1.9459101,0,1
1,1,0,.12407388,0,3.25,0,1,1,1,6.3207684,0,0,0
1,0,1,-.094744563,0,3.25,3.2188759,2,0,0,7.5021863,2.7080503,1,1
1,0,1,-1.0618241,0,3.25,0,1,1,1,5.6489744,4.4188404,1,1
0,1,1,.19102901,0,3.25,1.7917595,1,1,0,5.7037826,3.0910425,1,1
0,1,0,-.075132646,0,3.25,0,0,1,1,6.0306854,2.8332133,1,1
0,1,0,.088606633,1,3.25,0,0,,1,6.4457197,2.8903718,1,1
1,0,1,-.39016438,0,3.25,3.2958369,1,0,0,6.1312265,2.7725887,1,1
1,0,1,-1.7756906,1,3.25,2.4849067,2,,0,6.1696105,4.1896548,1,1
1,0,1,.47439826,0,3.25,0,2,1,0,6.1158919,2.6390574,1,1
1,0,0,.44257441,0,3.25,0,2,0,0,7.9973269,1.3862944,1,0
